	A10_GATCAG_L006_R1_001	A10_GATCAG_L006_R1_001	A10_GATCAG_L006_R2_001	A10_GATCAG_L006_R2_001	A11_TAGCTT_L006_R1_001	A11_TAGCTT_L006_R1_001	A11_TAGCTT_L006_R2_001	A11_TAGCTT_L006_R2_001	A12_GGCTAC_L006_R1_001	A12_GGCTAC_L006_R1_001	A12_GGCTAC_L006_R2_001	A12_GGCTAC_L006_R2_001	A1_CGATGT_L007_R1_001	A1_CGATGT_L007_R1_001	A1_CGATGT_L007_R2_001	A1_CGATGT_L007_R2_001	A2_TGACCA_L007_R1_001	A2_TGACCA_L007_R1_001	A2_TGACCA_L007_R2_001	A2_TGACCA_L007_R2_001	A3_ACAGTG_L007_R1_001	A3_ACAGTG_L007_R1_001	A3_ACAGTG_L007_R2_001	A3_ACAGTG_L007_R2_001	A4_GCCAAT_L007_R1_001	A4_GCCAAT_L007_R1_001	A4_GCCAAT_L007_R2_001	A4_GCCAAT_L007_R2_001	A5_CAGATC_L007_R1_001	A5_CAGATC_L007_R1_001	A5_CAGATC_L007_R2_001	A5_CAGATC_L007_R2_001	A6_CTTGTA_L007_R1_001	A6_CTTGTA_L007_R1_001	A6_CTTGTA_L007_R2_001	A6_CTTGTA_L007_R2_001	A7_ATCACG_L007_R1_001	A7_ATCACG_L007_R1_001	A7_ATCACG_L007_R2_001	A7_ATCACG_L007_R2_001	A8_TTAGGC_L007_R1_001	A8_TTAGGC_L007_R1_001	A8_TTAGGC_L007_R2_001	A8_TTAGGC_L007_R2_001	A9_ACTTGA_L006_R1_001	A9_ACTTGA_L006_R1_001	A9_ACTTGA_L006_R2_001	A9_ACTTGA_L006_R2_001	B10_GAGTGG_L007_R1_001	B10_GAGTGG_L007_R1_001	B10_GAGTGG_L007_R2_001	B10_GAGTGG_L007_R2_001	B11_ACTGAT_L007_R1_001	B11_ACTGAT_L007_R1_001	B11_ACTGAT_L007_R2_001	B11_ACTGAT_L007_R2_001	B12_ATTCCT_L007_R1_001	B12_ATTCCT_L007_R1_001	B12_ATTCCT_L007_R2_001	B12_ATTCCT_L007_R2_001	B1_AGTCAA_L006_R1_001	B1_AGTCAA_L006_R1_001	B1_AGTCAA_L006_R2_001	B1_AGTCAA_L006_R2_001	B2_AGTTCC_L006_R1_001	B2_AGTTCC_L006_R1_001	B2_AGTTCC_L006_R2_001	B2_AGTTCC_L006_R2_001	B3_ATGTCA_L006_R1_001	B3_ATGTCA_L006_R1_001	B3_ATGTCA_L006_R2_001	B3_ATGTCA_L006_R2_001	B4_CCGTCC_L006_R1_001	B4_CCGTCC_L006_R1_001	B4_CCGTCC_L006_R2_001	B4_CCGTCC_L006_R2_001	B5_GTCCGC_L007_R1_001	B5_GTCCGC_L007_R1_001	B5_GTCCGC_L007_R2_001	B5_GTCCGC_L007_R2_001	B6_GTGAAA_L007_R1_001	B6_GTGAAA_L007_R1_001	B6_GTGAAA_L007_R2_001	B6_GTGAAA_L007_R2_001	B7_GTGGCC_L007_R1_001	B7_GTGGCC_L007_R1_001	B7_GTGGCC_L007_R2_001	B7_GTGGCC_L007_R2_001	B8_GTTTCG_L007_R1_001	B8_GTTTCG_L007_R1_001	B8_GTTTCG_L007_R2_001	B8_GTTTCG_L007_R2_001	B9_CGTACG_L007_R1_001	B9_CGTACG_L007_R1_001	B9_CGTACG_L007_R2_001	B9_CGTACG_L007_R2_001	H10_CCGTCC_L008_R1_001	H10_CCGTCC_L008_R1_001	H10_CCGTCC_L008_R2_001	H10_CCGTCC_L008_R2_001	H11_GTCCGC_L008_R1_001	H11_GTCCGC_L008_R1_001	H11_GTCCGC_L008_R2_001	H11_GTCCGC_L008_R2_001	H12_GTGAAA_L008_R1_001	H12_GTGAAA_L008_R1_001	H12_GTGAAA_L008_R2_001	H12_GTGAAA_L008_R2_001	H13_ATGTCA_L007_R1_001	H13_ATGTCA_L007_R1_001	H13_ATGTCA_L007_R2_001	H13_ATGTCA_L007_R2_001	H14_ACTTGA_L007_R1_001	H14_ACTTGA_L007_R1_001	H14_ACTTGA_L007_R2_001	H14_ACTTGA_L007_R2_001	H1_CGATGT_L006_R1_001	H1_CGATGT_L006_R1_001	H1_CGATGT_L006_R2_001	H1_CGATGT_L006_R2_001	H3_ACAGTG_L006_R1_001	H3_ACAGTG_L006_R1_001	H3_ACAGTG_L006_R2_001	H3_ACAGTG_L006_R2_001	H4_GCCAAT_L006_R1_001	H4_GCCAAT_L006_R1_001	H4_GCCAAT_L006_R2_001	H4_GCCAAT_L006_R2_001	H5_CAGATC_L006_R1_001	H5_CAGATC_L006_R1_001	H5_CAGATC_L006_R2_001	H5_CAGATC_L006_R2_001	H6_CTTGTA_L007_R1_001	H6_CTTGTA_L007_R1_001	H6_CTTGTA_L007_R2_001	H6_CTTGTA_L007_R2_001	H8_AGTTCC_L007_R1_001	H8_AGTTCC_L007_R1_001	H8_AGTTCC_L007_R2_001	H8_AGTTCC_L007_R2_001	H9_ATCACG_L008_R1_001	H9_ATCACG_L008_R1_001	H9_ATCACG_L008_R2_001	H9_ATCACG_L008_R2_001	Hofmocke17_AGTTCC_L005_R1_001	Hofmocke17_AGTTCC_L005_R1_001	Hofmocke17_AGTTCC_L005_R2_001	Hofmocke17_AGTTCC_L005_R2_001	Hofmockel15_GATCAG_L003_R1_001	Hofmockel15_GATCAG_L003_R1_001	Hofmockel15_GATCAG_L003_R2_001	Hofmockel15_GATCAG_L003_R2_001	Hofmockel16_TAGCTT_L003_R1_001	Hofmockel16_TAGCTT_L003_R1_001	Hofmockel16_TAGCTT_L003_R2_001	Hofmockel16_TAGCTT_L003_R2_001	Hofmockel18_GTGGCC_L005_R1_001	Hofmockel18_GTGGCC_L005_R1_001	Hofmockel18_GTGGCC_L005_R2_001	Hofmockel18_GTGGCC_L005_R2_001	Hofmockel19_GTTTCG_L005_R1_001	Hofmockel19_GTTTCG_L005_R1_001	Hofmockel19_GTTTCG_L005_R2_001	Hofmockel19_GTTTCG_L005_R2_001	Hofmockel20_CGTACG_L005_R1_001	Hofmockel20_CGTACG_L005_R1_001	Hofmockel20_CGTACG_L005_R2_001	Hofmockel20_CGTACG_L005_R2_001	Hofmockel2_TGACCA_L003_R1_001	Hofmockel2_TGACCA_L003_R1_001	Hofmockel2_TGACCA_L003_R2_001	Hofmockel2_TGACCA_L003_R2_001	Hofmockel30_GAGTGG_L006_R1_001	Hofmockel30_GAGTGG_L006_R1_001	Hofmockel30_GAGTGG_L006_R2_001	Hofmockel30_GAGTGG_L006_R2_001	Hofmockel34_ACTGAT_L006_R1_001	Hofmockel34_ACTGAT_L006_R1_001	Hofmockel34_ACTGAT_L006_R2_001	Hofmockel34_ACTGAT_L006_R2_001	Hofmockel35_ATTCCT_L006_R1_001	Hofmockel35_ATTCCT_L006_R1_001	Hofmockel35_ATTCCT_L006_R2_001	Hofmockel35_ATTCCT_L006_R2_001	Hofmockel39_CGATGT_L006_R1_001	Hofmockel39_CGATGT_L006_R1_001	Hofmockel39_CGATGT_L006_R2_001	Hofmockel39_CGATGT_L006_R2_001	Hofmockel41_TGACCA_L001_R1_001	Hofmockel41_TGACCA_L001_R1_001	Hofmockel41_TGACCA_L001_R2_001	Hofmockel41_TGACCA_L001_R2_001	Hofmockel43_ACAGTG_L001_R1_001	Hofmockel43_ACAGTG_L001_R1_001	Hofmockel43_ACAGTG_L001_R2_001	Hofmockel43_ACAGTG_L001_R2_001	Hofmockel57_GCCAAT_L001_R1_001	Hofmockel57_GCCAAT_L001_R1_001	Hofmockel57_GCCAAT_L001_R2_001	Hofmockel57_GCCAAT_L001_R2_001	Hofmockel59_CAGATC_L001_R1_001	Hofmockel59_CAGATC_L001_R1_001	Hofmockel59_CAGATC_L001_R2_001	Hofmockel59_CAGATC_L001_R2_001	Hofmockel7_AGTCAA_L003_R1_001	Hofmockel7_AGTCAA_L003_R1_001	Hofmockel7_AGTCAA_L003_R2_001	Hofmockel7_AGTCAA_L003_R2_001
ecp:ECP_4509	2	2	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	2	2	2	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0
actn:L083_7624	30	30	26	26	9	9	8	8	36	36	36	36	43	43	47	47	45	45	48	48	40	40	42	42	37	37	22	22	31	31	29	29	30	30	24	24	25	25	15	15	23	23	23	23	2	2	12	12	17	17	27	27	24	24	25	25	25	25	21	21	39	39	29	29	40	40	34	34	2	2	1	1	20	20	26	26	20	20	17	17	22	22	25	25	27	27	27	27	19	19	24	24	21	21	27	27	6	6	10	10	27	27	15	15	29	29	22	22	4	4	6	6	81	81	61	61	32	32	40	40	17	17	14	14	54	54	58	58	1	1	0	0	12	12	8	8	22	22	20	20	36	36	26	26	1	1	4	4	18	18	19	19	17	17	12	12	0	0	0	0	10	10	8	8	10	10	9	9	19	19	16	16	12	12	12	12	0	0	0	0	0	0	0	0	17	17	20	20	21	21	20	20	18	18	9	9	66	66	71	71	20	20	22	22	23	23	29	29
porl:BG023_111266	5	5	5	5	1	1	0	0	7	7	3	3	5	5	6	6	4	4	4	4	10	10	5	5	7	7	6	6	13	13	7	7	4	4	1	1	4	4	2	2	5	5	0	0	0	0	0	0	3	3	7	7	5	5	3	3	3	3	3	3	9	9	6	6	8	8	8	8	0	0	0	0	5	5	4	4	4	4	3	3	2	2	4	4	4	4	2	2	6	6	7	7	4	4	4	4	0	0	0	0	2	2	5	5	2	2	7	7	0	0	0	0	11	11	5	5	4	4	2	2	0	0	0	0	7	7	3	3	0	0	0	0	2	2	1	1	5	5	1	1	7	7	6	6	2	2	2	2	1	1	1	1	2	2	0	0	0	0	0	0	3	3	0	0	2	2	1	1	7	7	4	4	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	3	3	0	0	0	0	24	24	23	23	4	4	4	4	3	3	2	2
rpx:Rpdx1_2367	70	70	67	67	38	38	24	24	81	81	64	64	98	98	98	98	90	90	70	70	90	90	107	107	78	78	82	82	73	73	85	85	68	68	71	71	61	61	51	51	50	50	46	46	19	19	29	29	47	47	54	54	54	54	49	49	58	58	63	63	93	93	76	76	82	82	93	93	2	2	4	4	39	39	57	57	49	49	49	49	55	55	58	58	105	105	83	83	36	36	46	46	34	34	34	34	19	19	22	22	58	58	44	44	52	52	52	52	9	9	7	7	221	221	191	191	68	68	72	72	21	21	19	19	128	128	134	134	0	0	0	0	32	32	48	48	45	45	40	40	86	86	85	85	6	6	7	7	32	32	34	34	42	42	59	59	1	1	0	0	11	11	9	9	34	34	20	20	83	83	60	60	23	23	28	28	1	1	0	0	0	0	0	0	48	48	38	38	29	29	24	24	23	23	11	11	207	207	211	211	56	56	49	49	43	43	63	63
ypo:BZ17_2031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ypc:BZ23_961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
shd:SUTH_02711	4	4	4	4	7	7	4	4	12	12	10	10	4	4	9	9	11	11	10	10	9	9	8	8	7	7	3	3	16	16	10	10	6	6	2	2	8	8	3	3	4	4	9	9	2	2	1	1	3	3	4	4	6	6	7	7	6	6	5	5	7	7	12	12	14	14	8	8	2	2	0	0	9	9	6	6	7	7	8	8	5	5	6	6	6	6	5	5	10	10	6	6	8	8	3	3	2	2	3	3	4	4	2	2	1	1	3	3	3	3	0	0	29	29	29	29	10	10	13	13	5	5	13	13	12	12	29	29	0	0	0	0	4	4	9	9	3	3	5	5	2	2	11	11	0	0	1	1	3	3	2	2	6	6	5	5	0	0	0	0	1	1	1	1	0	0	2	2	6	6	7	7	2	2	4	4	0	0	0	0	0	0	0	0	6	6	6	6	8	8	4	4	2	2	1	1	16	16	20	20	3	3	7	7	7	7	1	1
lif:LINJ_23_1120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
lok:Loa_00848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pav:TIA2EST22_03510	0	0	1	1	0	0	0	0	1	1	1	1	1	1	3	3	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	1	1	1	2	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	2	2	1	1	0	0	0	0	0	0	0	0
bxh:BAXH7_03257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0
ari:UM93_03090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
sena:AU38_21820	2	2	2	2	3	3	7	7	6	6	6	6	7	7	12	12	6	6	2	2	6	6	5	5	4	4	7	7	4	4	6	6	3	3	1	1	2	2	3	3	1	1	3	3	0	0	0	0	0	0	4	4	2	2	2	2	4	4	2	2	6	6	6	6	5	5	5	5	0	0	0	0	3	3	4	4	1	1	0	0	5	5	4	4	2	2	2	2	5	5	3	3	1	1	1	1	1	1	0	0	2	2	2	2	5	5	3	3	4	4	4	4	6	6	6	6	4	4	4	4	0	0	1	1	6	6	9	9	0	0	1	1	2	2	2	2	1	1	1	1	5	5	5	5	3	3	1	1	3	3	3	3	2	2	2	2	0	0	0	0	0	0	1	1	0	0	0	0	4	4	2	2	3	3	4	4	0	0	0	0	0	0	0	0	1	1	3	3	2	2	3	3	0	0	0	0	18	18	16	16	6	6	3	3	0	0	0	0
psf:PSE_1080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fbl:Fbal_3258	3	3	1	1	0	0	3	3	2	2	3	3	8	8	3	3	2	2	6	6	3	3	1	1	1	1	2	2	2	2	2	2	3	3	0	0	1	1	3	3	0	0	5	5	1	1	1	1	0	0	4	4	3	3	1	1	2	2	2	2	6	6	2	2	0	0	1	1	0	0	0	0	0	0	2	2	1	1	2	2	1	1	2	2	1	1	4	4	1	1	1	1	1	1	2	2	1	1	2	2	0	0	2	2	5	5	2	2	0	0	1	1	9	9	9	9	3	3	1	1	3	3	1	1	5	5	10	10	0	0	0	0	2	2	4	4	4	4	2	2	3	3	2	2	1	1	3	3	1	1	3	3	3	3	1	1	0	0	0	0	0	0	0	0	2	2	2	2	3	3	4	4	4	4	2	2	0	0	0	0	0	0	0	0	5	5	0	0	2	2	3	3	0	0	0	0	6	6	6	6	3	3	6	6	1	1	0	0
ect:ECIAI39_4733	3	3	0	0	3	3	3	3	0	0	0	0	3	3	5	5	5	5	4	4	1	1	2	2	0	0	1	1	1	1	5	5	3	3	2	2	1	1	4	4	1	1	2	2	0	0	0	0	1	1	1	1	2	2	3	3	1	1	2	2	3	3	2	2	5	5	3	3	0	0	0	0	2	2	0	0	1	1	1	1	1	1	1	1	1	1	3	3	0	0	0	0	0	0	0	0	1	1	1	1	2	2	2	2	3	3	0	0	0	0	1	1	7	7	6	6	1	1	2	2	3	3	7	7	0	0	4	4	0	0	0	0	0	0	1	1	1	1	1	1	5	5	4	4	0	0	0	0	3	3	0	0	4	4	1	1	0	0	0	0	0	0	0	0	1	1	0	0	2	2	1	1	2	2	3	3	0	0	0	0	0	0	0	0	2	2	1	1	0	0	0	0	0	0	0	0	7	7	5	5	3	3	0	0	0	0	0	0
pna:Pnap_2169	4	4	6	6	2	2	6	6	11	11	9	9	17	17	9	9	9	9	8	8	7	7	5	5	9	9	8	8	7	7	11	11	2	2	3	3	4	4	6	6	2	2	3	3	1	1	3	3	7	7	5	5	3	3	5	5	5	5	3	3	5	5	7	7	5	5	4	4	0	0	0	0	7	7	7	7	6	6	8	8	6	6	8	8	7	7	8	8	7	7	6	6	4	4	4	4	4	4	0	0	10	10	3	3	4	4	4	4	2	2	3	3	28	28	25	25	10	10	12	12	2	2	6	6	9	9	17	17	0	0	0	0	2	2	6	6	7	7	6	6	5	5	5	5	1	1	3	3	14	14	4	4	1	1	5	5	0	0	0	0	0	0	0	0	4	4	7	7	3	3	6	6	6	6	3	3	0	0	0	0	0	0	0	0	13	13	10	10	1	1	4	4	1	1	1	1	25	25	17	17	3	3	6	6	5	5	0	0
ftd:AS84_830	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	1	1	0	0	0	0	0	0	0	0
aci:ACIAD0253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
syg:sync_2208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
brd:JL11_04495	2	2	1	1	0	0	0	0	3	3	3	3	3	3	0	0	3	3	1	1	5	5	6	6	2	2	0	0	2	2	1	1	1	1	3	3	0	0	1	1	3	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	6	6	3	3	2	2	2	2	0	0	0	0	1	1	0	0	0	0	0	0	2	2	1	1	1	1	0	0	0	0	2	2	0	0	1	1	0	0	0	0	1	1	0	0	3	3	4	4	0	0	0	0	7	7	3	3	3	3	3	3	1	1	0	0	2	2	2	2	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	2	2	4	4	5	5	8	8	2	2	3	3	1	1	0	0	2	2
apb:SAR116_0630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
babc:DO78_613	0	0	2	2	0	0	4	4	2	2	0	0	7	7	4	4	3	3	2	2	2	2	2	2	3	3	1	1	0	0	3	3	7	7	5	5	1	1	3	3	3	3	6	6	0	0	0	0	3	3	1	1	1	1	4	4	4	4	5	5	0	0	2	2	5	5	5	5	0	0	0	0	2	2	0	0	3	3	3	3	1	1	2	2	7	7	3	3	4	4	1	1	2	2	1	1	2	2	1	1	3	3	1	1	2	2	1	1	1	1	1	1	11	11	12	12	3	3	2	2	3	3	2	2	5	5	6	6	0	0	0	0	1	1	3	3	1	1	3	3	3	3	3	3	1	1	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	3	3	2	2	2	2	0	0	0	0	0	0	0	0	4	4	2	2	3	3	1	1	4	4	0	0	9	9	7	7	2	2	2	2	8	8	5	5
