	A10_GATCAG_L006_R1_001	A10_GATCAG_L006_R1_001	A10_GATCAG_L006_R2_001	A10_GATCAG_L006_R2_001	A11_TAGCTT_L006_R1_001	A11_TAGCTT_L006_R1_001	A11_TAGCTT_L006_R2_001	A11_TAGCTT_L006_R2_001	A12_GGCTAC_L006_R1_001	A12_GGCTAC_L006_R1_001	A12_GGCTAC_L006_R2_001	A12_GGCTAC_L006_R2_001	A1_CGATGT_L007_R1_001	A1_CGATGT_L007_R1_001	A1_CGATGT_L007_R2_001	A1_CGATGT_L007_R2_001	A2_TGACCA_L007_R1_001	A2_TGACCA_L007_R1_001	A2_TGACCA_L007_R2_001	A2_TGACCA_L007_R2_001	A3_ACAGTG_L007_R1_001	A3_ACAGTG_L007_R1_001	A3_ACAGTG_L007_R2_001	A3_ACAGTG_L007_R2_001	A4_GCCAAT_L007_R1_001	A4_GCCAAT_L007_R1_001	A4_GCCAAT_L007_R2_001	A4_GCCAAT_L007_R2_001	A5_CAGATC_L007_R1_001	A5_CAGATC_L007_R1_001	A5_CAGATC_L007_R2_001	A5_CAGATC_L007_R2_001	A6_CTTGTA_L007_R1_001	A6_CTTGTA_L007_R1_001	A6_CTTGTA_L007_R2_001	A6_CTTGTA_L007_R2_001	A7_ATCACG_L007_R1_001	A7_ATCACG_L007_R1_001	A7_ATCACG_L007_R2_001	A7_ATCACG_L007_R2_001	A8_TTAGGC_L007_R1_001	A8_TTAGGC_L007_R1_001	A8_TTAGGC_L007_R2_001	A8_TTAGGC_L007_R2_001	A9_ACTTGA_L006_R1_001	A9_ACTTGA_L006_R1_001	A9_ACTTGA_L006_R2_001	A9_ACTTGA_L006_R2_001	B10_GAGTGG_L007_R1_001	B10_GAGTGG_L007_R1_001	B10_GAGTGG_L007_R2_001	B10_GAGTGG_L007_R2_001	B11_ACTGAT_L007_R1_001	B11_ACTGAT_L007_R1_001	B11_ACTGAT_L007_R2_001	B11_ACTGAT_L007_R2_001	B12_ATTCCT_L007_R1_001	B12_ATTCCT_L007_R1_001	B12_ATTCCT_L007_R2_001	B12_ATTCCT_L007_R2_001	B1_AGTCAA_L006_R1_001	B1_AGTCAA_L006_R1_001	B1_AGTCAA_L006_R2_001	B1_AGTCAA_L006_R2_001	B2_AGTTCC_L006_R1_001	B2_AGTTCC_L006_R1_001	B2_AGTTCC_L006_R2_001	B2_AGTTCC_L006_R2_001	B3_ATGTCA_L006_R1_001	B3_ATGTCA_L006_R1_001	B3_ATGTCA_L006_R2_001	B3_ATGTCA_L006_R2_001	B4_CCGTCC_L006_R1_001	B4_CCGTCC_L006_R1_001	B4_CCGTCC_L006_R2_001	B4_CCGTCC_L006_R2_001	B5_GTCCGC_L007_R1_001	B5_GTCCGC_L007_R1_001	B5_GTCCGC_L007_R2_001	B5_GTCCGC_L007_R2_001	B6_GTGAAA_L007_R1_001	B6_GTGAAA_L007_R1_001	B6_GTGAAA_L007_R2_001	B6_GTGAAA_L007_R2_001	B7_GTGGCC_L007_R1_001	B7_GTGGCC_L007_R1_001	B7_GTGGCC_L007_R2_001	B7_GTGGCC_L007_R2_001	B8_GTTTCG_L007_R1_001	B8_GTTTCG_L007_R1_001	B8_GTTTCG_L007_R2_001	B8_GTTTCG_L007_R2_001	B9_CGTACG_L007_R1_001	B9_CGTACG_L007_R1_001	B9_CGTACG_L007_R2_001	B9_CGTACG_L007_R2_001	H10_CCGTCC_L008_R1_001	H10_CCGTCC_L008_R1_001	H10_CCGTCC_L008_R2_001	H10_CCGTCC_L008_R2_001	H11_GTCCGC_L008_R1_001	H11_GTCCGC_L008_R1_001	H11_GTCCGC_L008_R2_001	H11_GTCCGC_L008_R2_001	H12_GTGAAA_L008_R1_001	H12_GTGAAA_L008_R1_001	H12_GTGAAA_L008_R2_001	H12_GTGAAA_L008_R2_001	H13_ATGTCA_L007_R1_001	H13_ATGTCA_L007_R1_001	H13_ATGTCA_L007_R2_001	H13_ATGTCA_L007_R2_001	H14_ACTTGA_L007_R1_001	H14_ACTTGA_L007_R1_001	H14_ACTTGA_L007_R2_001	H14_ACTTGA_L007_R2_001	H1_CGATGT_L006_R1_001	H1_CGATGT_L006_R1_001	H1_CGATGT_L006_R2_001	H1_CGATGT_L006_R2_001	H3_ACAGTG_L006_R1_001	H3_ACAGTG_L006_R1_001	H3_ACAGTG_L006_R2_001	H3_ACAGTG_L006_R2_001	H4_GCCAAT_L006_R1_001	H4_GCCAAT_L006_R1_001	H4_GCCAAT_L006_R2_001	H4_GCCAAT_L006_R2_001	H5_CAGATC_L006_R1_001	H5_CAGATC_L006_R1_001	H5_CAGATC_L006_R2_001	H5_CAGATC_L006_R2_001	H6_CTTGTA_L007_R1_001	H6_CTTGTA_L007_R1_001	H6_CTTGTA_L007_R2_001	H6_CTTGTA_L007_R2_001	H8_AGTTCC_L007_R1_001	H8_AGTTCC_L007_R1_001	H8_AGTTCC_L007_R2_001	H8_AGTTCC_L007_R2_001	H9_ATCACG_L008_R1_001	H9_ATCACG_L008_R1_001	H9_ATCACG_L008_R2_001	H9_ATCACG_L008_R2_001	Hofmocke17_AGTTCC_L005_R1_001	Hofmocke17_AGTTCC_L005_R1_001	Hofmocke17_AGTTCC_L005_R2_001	Hofmocke17_AGTTCC_L005_R2_001	Hofmockel15_GATCAG_L003_R1_001	Hofmockel15_GATCAG_L003_R1_001	Hofmockel15_GATCAG_L003_R2_001	Hofmockel15_GATCAG_L003_R2_001	Hofmockel16_TAGCTT_L003_R1_001	Hofmockel16_TAGCTT_L003_R1_001	Hofmockel16_TAGCTT_L003_R2_001	Hofmockel16_TAGCTT_L003_R2_001	Hofmockel18_GTGGCC_L005_R1_001	Hofmockel18_GTGGCC_L005_R1_001	Hofmockel18_GTGGCC_L005_R2_001	Hofmockel18_GTGGCC_L005_R2_001	Hofmockel19_GTTTCG_L005_R1_001	Hofmockel19_GTTTCG_L005_R1_001	Hofmockel19_GTTTCG_L005_R2_001	Hofmockel19_GTTTCG_L005_R2_001	Hofmockel20_CGTACG_L005_R1_001	Hofmockel20_CGTACG_L005_R1_001	Hofmockel20_CGTACG_L005_R2_001	Hofmockel20_CGTACG_L005_R2_001	Hofmockel2_TGACCA_L003_R1_001	Hofmockel2_TGACCA_L003_R1_001	Hofmockel2_TGACCA_L003_R2_001	Hofmockel2_TGACCA_L003_R2_001	Hofmockel30_GAGTGG_L006_R1_001	Hofmockel30_GAGTGG_L006_R1_001	Hofmockel30_GAGTGG_L006_R2_001	Hofmockel30_GAGTGG_L006_R2_001	Hofmockel34_ACTGAT_L006_R1_001	Hofmockel34_ACTGAT_L006_R1_001	Hofmockel34_ACTGAT_L006_R2_001	Hofmockel34_ACTGAT_L006_R2_001	Hofmockel35_ATTCCT_L006_R1_001	Hofmockel35_ATTCCT_L006_R1_001	Hofmockel35_ATTCCT_L006_R2_001	Hofmockel35_ATTCCT_L006_R2_001	Hofmockel39_CGATGT_L006_R1_001	Hofmockel39_CGATGT_L006_R1_001	Hofmockel39_CGATGT_L006_R2_001	Hofmockel39_CGATGT_L006_R2_001	Hofmockel41_TGACCA_L001_R1_001	Hofmockel41_TGACCA_L001_R1_001	Hofmockel41_TGACCA_L001_R2_001	Hofmockel41_TGACCA_L001_R2_001	Hofmockel43_ACAGTG_L001_R1_001	Hofmockel43_ACAGTG_L001_R1_001	Hofmockel43_ACAGTG_L001_R2_001	Hofmockel43_ACAGTG_L001_R2_001	Hofmockel57_GCCAAT_L001_R1_001	Hofmockel57_GCCAAT_L001_R1_001	Hofmockel57_GCCAAT_L001_R2_001	Hofmockel57_GCCAAT_L001_R2_001	Hofmockel59_CAGATC_L001_R1_001	Hofmockel59_CAGATC_L001_R1_001	Hofmockel59_CAGATC_L001_R2_001	Hofmockel59_CAGATC_L001_R2_001	Hofmockel7_AGTCAA_L003_R1_001	Hofmockel7_AGTCAA_L003_R1_001	Hofmockel7_AGTCAA_L003_R2_001	Hofmockel7_AGTCAA_L003_R2_001
ent:Ent638_3648	1	1	0	0	1	1	1	1	2	2	2	2	5	5	4	4	4	4	2	2	2	2	1	1	1	1	1	1	0	0	6	6	1	1	3	3	0	0	4	4	1	1	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	5	5	2	2	4	4	3	3	1	1	0	0	4	4	3	3	3	3	0	0	2	2	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	4	4	2	2	1	1	0	0	1	1	11	11	8	8	1	1	1	1	3	3	3	3	3	3	7	7	0	0	0	0	1	1	3	3	1	1	0	0	5	5	3	3	1	1	1	1	7	7	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	4	4	2	2	1	1	3	3	0	0	0	0	0	0	0	0	0	0	4	4	1	1	1	1	0	0	0	0	6	6	6	6	1	1	1	1	0	0	0	0
bgo:BM43_356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bgo:BM43_355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	2	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
eko:EKO11_4053	2	2	0	0	2	2	3	3	0	0	1	1	1	1	1	1	1	1	2	2	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	3	3	3	3	1	1	1	1	0	0	0	0	3	3	2	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	2	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	4	4	0	0	2	2	0	0	3	3	3	3	4	4	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	5	5	1	1	2	2	0	0	0	0	0	0
msg:MSMEI_4179	70	70	54	54	35	35	28	28	86	86	85	85	88	88	90	90	88	88	100	100	90	90	97	97	85	85	78	78	72	72	56	56	58	58	57	57	54	54	43	43	57	57	61	61	10	10	29	29	41	41	55	55	61	61	62	62	50	50	54	54	96	96	80	80	79	79	71	71	3	3	5	5	47	47	57	57	50	50	46	46	53	53	63	63	61	61	66	66	37	37	47	47	52	52	47	47	16	16	23	23	62	62	45	45	47	47	49	49	7	7	9	9	196	196	162	162	86	86	85	85	28	28	18	18	116	116	115	115	1	1	1	1	36	36	31	31	56	56	42	42	79	79	68	68	15	15	13	13	40	40	43	43	31	31	35	35	2	2	2	2	12	12	12	12	29	29	21	21	62	62	53	53	21	21	27	27	1	1	0	0	0	0	0	0	41	41	32	32	37	37	38	38	25	25	19	19	167	167	189	189	53	53	44	44	37	37	55	55
cbv:U729_1240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ocu:100346688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0
hst:105190675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
babs:DK51_762	0	0	2	2	0	0	4	4	2	2	0	0	7	7	4	4	2	2	2	2	2	2	2	2	3	3	1	1	0	0	3	3	6	6	5	5	1	1	3	3	3	3	6	6	0	0	0	0	3	3	1	1	1	1	4	4	4	4	5	5	1	1	2	2	5	5	5	5	0	0	0	0	2	2	0	0	3	3	3	3	1	1	2	2	7	7	3	3	4	4	0	0	2	2	1	1	3	3	1	1	3	3	1	1	1	1	1	1	1	1	1	1	10	10	11	11	3	3	2	2	3	3	2	2	5	5	6	6	0	0	0	0	1	1	3	3	1	1	3	3	3	3	3	3	1	1	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	3	3	2	2	2	2	0	0	0	0	0	0	0	0	4	4	3	3	3	3	1	1	4	4	0	0	9	9	7	7	2	2	2	2	8	8	5	5
vfu:vfu_A00761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pdr:H681_19040	28	28	26	26	25	25	15	15	63	63	49	49	55	55	57	57	43	43	59	59	54	54	58	58	45	45	41	41	39	39	25	25	20	20	32	32	22	22	14	14	29	29	30	30	14	14	17	17	16	16	26	26	36	36	32	32	48	48	32	32	51	51	51	51	41	41	36	36	2	2	1	1	30	30	29	29	36	36	40	40	43	43	31	31	38	38	54	54	26	26	35	35	25	25	15	15	5	5	12	12	37	37	37	37	23	23	27	27	9	9	8	8	117	117	106	106	39	39	40	40	14	14	18	18	87	87	93	93	0	0	0	0	23	23	25	25	27	27	26	26	28	28	44	44	10	10	5	5	20	20	17	17	24	24	21	21	1	1	0	0	5	5	7	7	18	18	17	17	39	39	33	33	13	13	11	11	0	0	0	0	0	0	0	0	14	14	18	18	22	22	19	19	3	3	7	7	119	119	111	111	47	47	31	31	33	33	25	25
hhc:M911_05790	13	13	13	13	6	6	6	6	11	11	21	21	19	19	28	28	18	18	11	11	17	17	7	7	15	15	21	21	12	12	5	5	12	12	8	8	2	2	6	6	10	10	11	11	1	1	6	6	7	7	9	9	4	4	8	8	8	8	7	7	15	15	19	19	7	7	10	10	2	2	1	1	11	11	9	9	9	9	9	9	18	18	14	14	19	19	17	17	6	6	12	12	10	10	6	6	3	3	1	1	11	11	14	14	16	16	12	12	3	3	6	6	26	26	30	30	15	15	12	12	2	2	0	0	21	21	31	31	0	0	0	0	7	7	2	2	6	6	7	7	8	8	15	15	3	3	0	0	9	9	11	11	4	4	5	5	0	0	0	0	5	5	4	4	6	6	4	4	20	20	11	11	0	0	2	2	0	0	0	0	2	2	0	0	3	3	6	6	4	4	6	6	1	1	2	2	43	43	37	37	10	10	15	15	8	8	10	10
bgo:BM43_3438	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	1	1	2	2	2	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	0	0	0	0	1	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	3	2	2	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	6	6	0	0	1	1	0	0	0	0
bgo:BM43_3135	79	79	69	69	44	44	44	44	65	65	77	77	53	53	63	63	61	61	53	53	77	77	67	67	64	64	63	63	46	46	55	55	56	56	55	55	37	37	40	40	58	58	40	40	11	11	10	10	36	36	49	49	63	63	61	61	53	53	53	53	51	51	62	62	60	60	59	59	3	3	2	2	42	42	42	42	47	47	52	52	58	58	60	60	73	73	70	70	43	43	38	38	44	44	40	40	21	21	27	27	67	67	63	63	72	72	83	83	20	20	18	18	231	231	225	225	79	79	83	83	41	41	39	39	190	190	201	201	4	4	1	1	42	42	52	52	49	49	62	62	79	79	98	98	9	9	9	9	43	43	43	43	51	51	51	51	0	0	0	0	24	24	21	21	47	47	36	36	82	82	57	57	52	52	59	59	0	0	0	0	0	0	0	0	49	49	54	54	35	35	37	37	41	41	28	28	225	225	217	217	87	87	88	88	69	69	65	65
sfs:SFyv_6141	3	3	0	0	3	3	3	3	0	0	0	0	1	1	4	4	2	2	3	3	2	2	2	2	0	0	0	0	2	2	2	2	0	0	1	1	1	1	1	1	1	1	2	2	0	0	0	0	1	1	0	0	2	2	3	3	1	1	1	1	2	2	1	1	2	2	1	1	0	0	0	0	1	1	3	3	0	0	1	1	0	0	1	1	0	0	5	5	0	0	1	1	0	0	0	0	0	0	0	0	1	1	2	2	1	1	1	1	0	0	1	1	1	1	3	3	0	0	1	1	0	0	4	4	0	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	2	2	0	0	0	0	0	0	0	0	5	5	1	1	0	0	0	0	1	1	1	1	1	1	0	0	2	2	0	0	3	3	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	6	6	3	3	0	0	0	0	2	2	0	0
rsq:Rsph17025_0038	15	15	12	12	2	2	4	4	20	20	20	20	16	16	18	18	15	15	12	12	13	13	19	19	22	22	7	7	14	14	9	9	11	11	11	11	14	14	8	8	16	16	14	14	8	8	3	3	7	7	8	8	8	8	9	9	17	17	14	14	13	13	23	23	14	14	14	14	1	1	1	1	6	6	8	8	5	5	6	6	5	5	9	9	2	2	14	14	10	10	14	14	4	4	11	11	5	5	3	3	9	9	9	9	15	15	11	11	2	2	7	7	33	33	33	33	12	12	14	14	6	6	3	3	32	32	47	47	2	2	0	0	11	11	7	7	11	11	4	4	14	14	16	16	0	0	0	0	10	10	9	9	5	5	10	10	0	0	0	0	0	0	1	1	13	13	10	10	8	8	16	16	6	6	6	6	0	0	0	0	0	0	0	0	4	4	3	3	7	7	3	3	5	5	1	1	23	23	35	35	14	14	8	8	0	0	0	0
bgo:BM43_3431	7	7	7	7	1	1	8	8	8	8	11	11	5	5	9	9	9	9	12	12	11	11	15	15	9	9	16	16	5	5	2	2	8	8	7	7	3	3	4	4	5	5	4	4	3	3	1	1	17	17	9	9	15	15	11	11	1	1	6	6	8	8	11	11	2	2	4	4	2	2	0	0	2	2	5	5	7	7	2	2	9	9	16	16	5	5	10	10	6	6	2	2	3	3	5	5	0	0	0	0	11	11	12	12	8	8	5	5	6	6	9	9	32	32	25	25	11	11	14	14	8	8	1	1	34	34	36	36	1	1	1	1	3	3	8	8	7	7	6	6	9	9	7	7	2	2	3	3	12	12	8	8	4	4	5	5	0	0	0	0	0	0	1	1	2	2	4	4	4	4	3	3	2	2	1	1	0	0	0	0	0	0	0	0	3	3	7	7	8	8	5	5	1	1	0	0	26	26	21	21	11	11	12	12	9	9	6	6
bgo:BM43_3433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bgo:BM43_3434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
bne:DA69_11840	5	5	4	4	2	2	3	3	2	2	4	4	8	8	3	3	4	4	4	4	4	4	3	3	8	8	6	6	3	3	3	3	3	3	2	2	3	3	2	2	1	1	2	2	0	0	0	0	1	1	5	5	6	6	3	3	1	1	2	2	6	6	4	4	3	3	4	4	1	1	0	0	4	4	1	1	0	0	1	1	2	2	3	3	3	3	7	7	3	3	1	1	4	4	2	2	0	0	1	1	6	6	5	5	4	4	4	4	2	2	0	0	18	18	19	19	3	3	1	1	2	2	8	8	5	5	5	5	0	0	0	0	4	4	0	0	6	6	4	4	1	1	3	3	2	2	1	1	0	0	2	2	4	4	2	2	0	0	0	0	0	0	1	1	0	0	2	2	4	4	1	1	4	4	5	5	0	0	0	0	0	0	0	0	2	2	4	4	4	4	1	1	0	0	0	0	3	3	9	9	4	4	2	2	3	3	5	5
bgo:BM43_3436	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bgo:BM43_3437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rme:Rmet_2807	6	6	2	2	5	5	7	7	7	7	9	9	10	10	11	11	6	6	6	6	11	11	10	10	9	9	4	4	5	5	12	12	5	5	5	5	11	11	7	7	5	5	2	2	1	1	1	1	4	4	4	4	5	5	4	4	7	7	9	9	8	8	5	5	7	7	11	11	1	1	0	0	7	7	12	12	6	6	4	4	6	6	3	3	12	12	8	8	6	6	3	3	5	5	3	3	1	1	0	0	2	2	6	6	8	8	7	7	1	1	0	0	23	23	22	22	10	10	12	12	3	3	2	2	14	14	16	16	0	0	0	0	7	7	6	6	5	5	6	6	13	13	12	12	2	2	3	3	4	4	7	7	3	3	1	1	0	0	0	0	0	0	0	0	8	8	9	9	3	3	3	3	5	5	0	0	0	0	0	0	0	0	0	0	0	0	4	4	5	5	1	1	0	0	3	3	27	27	25	25	8	8	7	7	5	5	0	0
