	H10_CCGTCC_L008_R1_001	H10_CCGTCC_L008_R2_001	H11_GTCCGC_L008_R1_001	H11_GTCCGC_L008_R2_001	H12_GTGAAA_L008_R1_001	H12_GTGAAA_L008_R2_001	H13_ATGTCA_L007_R1_001	H13_ATGTCA_L007_R2_001	H14_ACTTGA_L007_R1_001	H14_ACTTGA_L007_R2_001	H1_CGATGT_L006_R1_001	H1_CGATGT_L006_R2_001	H3_ACAGTG_L006_R1_001	H3_ACAGTG_L006_R2_001	H4_GCCAAT_L006_R1_001	H4_GCCAAT_L006_R2_001	H5_CAGATC_L006_R1_001	H5_CAGATC_L006_R2_001	H6_CTTGTA_L007_R1_001	H6_CTTGTA_L007_R2_001	H8_AGTTCC_L007_R1_001	H8_AGTTCC_L007_R2_001	H9_ATCACG_L008_R1_001	H9_ATCACG_L008_R2_001	Hofmocke17_AGTTCC_L005_R1_001	Hofmocke17_AGTTCC_L005_R2_001	Hofmockel15_GATCAG_L003_R1_001	Hofmockel15_GATCAG_L003_R2_001	Hofmockel16_TAGCTT_L003_R1_001	Hofmockel16_TAGCTT_L003_R2_001	Hofmockel18_GTGGCC_L005_R1_001	Hofmockel18_GTGGCC_L005_R2_001	Hofmockel19_GTTTCG_L005_R1_001	Hofmockel19_GTTTCG_L005_R2_001	Hofmockel20_CGTACG_L005_R1_001	Hofmockel20_CGTACG_L005_R2_001	Hofmockel2_TGACCA_L003_R1_001	Hofmockel2_TGACCA_L003_R2_001	Hofmockel30_GAGTGG_L006_R1_001	Hofmockel30_GAGTGG_L006_R2_001	Hofmockel34_ACTGAT_L006_R1_001	Hofmockel34_ACTGAT_L006_R2_001	Hofmockel35_ATTCCT_L006_R1_001	Hofmockel35_ATTCCT_L006_R2_001	Hofmockel39_CGATGT_L006_R1_001	Hofmockel39_CGATGT_L006_R2_001	Hofmockel41_TGACCA_L001_R1_001	Hofmockel41_TGACCA_L001_R2_001	Hofmockel43_ACAGTG_L001_R1_001	Hofmockel43_ACAGTG_L001_R2_001	Hofmockel57_GCCAAT_L001_R1_001	Hofmockel57_GCCAAT_L001_R2_001	Hofmockel59_CAGATC_L001_R1_001	Hofmockel59_CAGATC_L001_R2_001	Hofmockel7_AGTCAA_L003_R1_001	Hofmockel7_AGTCAA_L003_R2_001
hco:LOKO_02905	0	0	0	0	0	2	0	0	1	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bgo:BM43_3559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
cput:CONPUDRAFT_116657	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ruf:TH63_05535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
rge:RGE_29140	0	2	0	3	1	0	0	0	5	4	1	6	0	0	1	2	0	0	2	1	1	1	2	2	0	0	1	0	1	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	2	0	1	0	0	3	4	3	0	0	2
pzu:PHZ_c1704	1	0	0	1	4	4	0	0	9	9	7	4	0	2	3	6	0	0	1	3	3	0	3	6	0	0	1	0	1	2	0	0	0	0	0	1	1	3	1	1	0	0	0	0	3	0	0	0	0	0	10	6	2	0	0	1
man:A11S_184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
del:DelCs14_3276	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
man:A11S_187	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	2	2	0	0	1	0
rhl:LPU83_1412	0	0	1	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0
setu:STU288_22455	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
sgu:SGLAU_09945	0	0	0	2	1	1	1	0	1	0	0	1	0	0	5	4	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	1	0	0	0
mmar:MODMU_3547	0	0	0	1	2	1	0	1	1	5	2	0	0	0	3	5	0	0	0	0	1	0	5	3	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	2	1	0	0
rlu:RLEG12_32400	0	0	0	1	1	1	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
hiz:R2866_0750	0	1	2	2	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	1	1	1	0	2	0	0	0	0	0	0
babo:DK55_1959	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6
cbu:CBU_0572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sal:Sala_0713	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
pap:PSPA7_1282	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	3	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0
vap:Vapar_2730	0	0	1	1	1	1	0	0	8	6	2	0	2	2	9	5	0	0	1	2	0	1	3	0	0	0	0	0	2	1	0	0	1	1	1	1	0	1	3	0	0	0	0	0	1	0	0	1	0	0	2	4	1	3	1	1
babo:DK55_1952	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
babo:DK55_1956	0	0	0	1	0	0	0	0	0	3	1	0	0	1	2	1	0	0	0	1	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	1	0
aaa:Acav_2093	0	0	0	1	1	2	0	0	2	3	1	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
ppw:PputW619_4237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bgo:BM43_3647	1	1	2	4	2	1	0	0	16	10	6	4	1	4	5	2	0	0	2	3	2	1	2	10	0	2	1	0	2	1	0	0	1	1	0	0	0	2	2	1	0	0	0	0	2	4	0	0	0	0	10	12	7	2	0	0
bgo:BM43_3646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bgo:BM43_3645	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
bgo:BM43_3644	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
bgo:BM43_3643	0	1	0	0	1	1	0	2	3	1	4	2	0	0	8	5	0	0	0	0	1	2	2	1	0	0	0	2	0	1	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	9	3	2	0	0	0
bgo:BM43_3642	2	1	8	5	3	5	4	4	22	28	7	2	2	1	20	15	0	0	1	3	4	3	5	6	5	1	2	5	3	6	0	0	1	1	1	1	4	7	2	5	0	0	0	0	2	2	1	7	1	1	26	22	11	7	1	9
bgo:BM43_3641	2	0	1	4	5	4	1	2	10	8	4	3	2	2	15	14	0	0	0	0	2	5	5	2	0	1	1	2	4	4	0	0	1	0	1	0	1	5	2	1	0	0	0	0	1	2	0	0	0	0	8	15	2	3	1	1
bgo:BM43_3640	2	2	3	0	2	1	0	0	4	6	2	1	1	0	6	1	0	1	1	1	1	1	4	2	1	1	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	2	1	0	0	4	4	1	2	1	0
bgo:BM43_3866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
spmi:K663_04240	0	0	0	1	1	1	1	0	0	2	1	1	1	1	1	1	0	0	0	1	1	5	1	1	1	0	0	0	0	2	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	1	0	0	1	2	0	0	0	4
bgo:BM43_3321	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bgo:BM43_3649	0	0	2	1	1	1	0	0	3	1	1	0	0	1	1	1	0	0	1	0	1	0	2	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	1
bgo:BM43_3648	5	2	0	3	1	1	0	0	16	11	1	3	0	1	7	6	0	0	0	0	4	2	4	1	0	0	0	1	1	1	0	0	0	1	0	1	0	1	1	0	0	0	0	0	4	0	1	0	0	0	13	11	2	2	1	0
dni:HX89_06040	0	0	1	2	4	0	1	1	5	5	3	3	0	0	1	3	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	2	5	1	0	0	1
asz:ASN_2951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
six:BSY16_4638	0	0	0	0	0	1	0	0	0	2	2	0	1	2	3	4	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	2	0	0	0	4
six:BSY16_4635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sno:Snov_1097	0	0	2	5	0	0	1	1	8	8	4	1	3	1	3	10	0	0	2	2	2	1	3	5	1	0	1	0	1	2	0	0	1	0	1	0	5	6	1	1	0	0	0	0	2	1	0	0	2	2	9	10	1	1	0	0
six:BSY16_4637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
six:BSY16_4636	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
six:BSY16_4631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acq:AM609_07295	0	0	2	0	0	3	0	0	7	6	4	1	1	0	8	3	0	0	2	0	1	1	2	1	0	0	4	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	1	0	0	4	13	2	1	3	1
dsw:QR90_03730	0	1	0	0	0	2	0	0	3	1	1	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	3	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	5	3	1	1	1	0
six:BSY16_4632	0	0	1	1	0	0	0	0	5	5	2	0	0	0	2	1	0	0	0	1	1	3	2	2	0	0	0	0	2	2	0	0	2	0	0	0	2	1	1	2	0	0	0	0	0	1	2	0	0	0	4	2	1	1	0	0
pgv:SL003B_3656	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
psz:PSTAB_3104	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
btj:BTJ_1600	1	0	0	0	0	2	0	1	1	3	2	2	1	1	4	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	2	0	0	0	0	0	0	1	0	0	0	0	0	3	1	1	0	0
amq:AMETH_0951	0	0	0	0	1	0	0	0	0	0	1	3	0	0	3	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	1	0	3	0	3	1	1	2	0	0
